MO_1219-Tumor,,,,,,,
CRPC,,,,,,,
?,,,,,,,
,GABRR3,3q11.2,HOMDEL,1.20%,,,
,GGTLC1,20p11.1,HOMDEL,0.60%,,,
,GOLGA6A,15q24.1,HOMDEL,2.90%,,,
,GSTA5,6p12.2,HOMDEL,2.40%,,,
,GTF2I,7q11.23,AMP,22.40%,,,
,GTF2IRD2P1,7q11.23,HOMDEL,0.60%,,,
,IPO8,12p11.21,HOMDEL,1.20%,,,
,ISLR2,15q24.1,HOMDEL,1.20%,,,
,KBTBD11,8p23.3,HOMDEL,2.90%,,,
,LOC100287015,8p23.1,HOMDEL,4.70%,,,
,LOC100289473,20p13,HOMDEL,1.20%,,,
,LOC283731,15q24.1,HOMDEL,1.20%,,,
,LOC286083,8p23.3,HOMDEL,2.90%,,,
,LOC541473,7q11.23,HOMDEL,0.60%,,,
,MCPH1,8p23.1,HOMDEL,4.10%,,,
,MINA,3q11.2,HOMDEL,1.20%,,,
,MIR4659A,,HOMDEL,4.10%,,,
,MIR4659B,,HOMDEL,4.10%,,,
,MIR548I3,,HOMDEL,3.50%,,,
,MIR596,8p23.3,HOMDEL,2.90%,,,
,MST1,3p21,HOMDEL,5.90%,,,
,MYOM2,8p23.3,HOMDEL,4.10%,,,
,NCF1B,7q11.23,HOMDEL,0.60%,,,
,NSFL1C,20p13,HOMDEL,1.20%,,,
,NSUN5,7q11.23,HOMDEL,0.60%,,,
,NSUN5P2,7q11.23,HOMDEL,0.60%,,,
,OR4F21,8p23.3,HOMDEL,2.90%,,,
,OR5AC2,3q12.1,HOMDEL,1.20%,,,
,OR5H1,3q11.2,HOMDEL,1.20%,,,
,OR5H14,3q12.1,HOMDEL,1.20%,,,
,OR5H15,3q12.1,HOMDEL,1.20%,,,
,OR5H6,3q12.1,HOMDEL,1.20%,,,
,PKD1,16p13.3,HOMDEL,1.80%,,,
,POM121,7q11.23,HOMDEL,0.60%,,,
,RAET1G,6q24.1-q25.1,HOMDEL,2.90%,,,
,RAET1K,6q25.1,HOMDEL,2.90%,,,
,RAET1L,6q25.1,HOMDEL,2.90%,,,
,RPL23AP53,8p23.3,HOMDEL,2.90%,,,
,SGK223,8p23.1,HOMDEL,3.50%,,,
,SIRPA,20p13,HOMDEL,1.20%,,,
,SIRPB1,20p13,HOMDEL,1.20%,,,
,SIRPB2,20p13,HOMDEL,1.20%,,,
,SIRPD,20p13,HOMDEL,1.20%,,,
,SIRPG,20p13,HOMDEL,1.20%,,,
,SPAG11A,8p23.1,HOMDEL,3.50%,,,
,SPAG11B,8p23.1,HOMDEL,3.50%,,,
,STAG3L3,7q11.23,HOMDEL,0.60%,,,
,TDRP,8p23.3,HOMDEL,2.90%,,,
,TMTC1,12p11.22,HOMDEL,1.20%,,,
,TRIM50,7q11.23,HOMDEL,0.60%,,,
,TSPAN11,12p11.21,HOMDEL,1.20%,,,
,ULBP1,6q25,HOMDEL,2.90%,,,
,ULBP2,6q25,HOMDEL,2.90%,,,
,XKR5,8p23.1,HOMDEL,4.10%,,,
,ZNF596,8p23.3,HOMDEL,2.90%,,,
,ZNF705G,8p23.1,HOMDEL,3.50%,,,
